Heap	heap.total.committed	2015-07-28 11:16:29	2077753344
Heap	heap.total.committed	2015-07-28 11:16:39	2077753344
Heap	heap.total.committed	2015-07-28 11:16:49	2077753344
Heap	heap.total.committed	2015-07-28 11:16:59	2077753344
Heap	heap.total.committed	2015-07-28 11:17:09	2077753344
Heap	heap.total.committed	2015-07-28 11:17:19	2077753344
Heap	heap.total.committed	2015-07-28 11:17:29	2077753344
Heap	heap.total.committed	2015-07-28 11:17:39	2077753344
Heap	heap.total.committed	2015-07-28 11:17:49	2077753344
Heap	heap.total.committed	2015-07-28 11:17:59	2077753344
Heap	heap.total.committed	2015-07-28 11:18:09	2077753344
Heap	heap.total.committed	2015-07-28 11:18:19	2077753344
Heap	heap.total.committed	2015-07-28 11:18:29	2077753344
Heap	heap.total.committed	2015-07-28 11:18:39	2077753344
Heap	heap.total.committed	2015-07-28 11:18:49	2077753344
Heap	heap.total.committed	2015-07-28 11:18:59	2077753344
Heap	heap.total.committed	2015-07-28 11:19:09	2077753344
Heap	heap.total.committed	2015-07-28 11:19:19	2077753344
Heap	heap.total.committed	2015-07-28 11:19:29	2077753344
Heap	heap.total.committed	2015-07-28 11:19:39	2077753344
Heap	heap.total.committed	2015-07-28 11:19:49	2077753344
Heap	heap.total.committed	2015-07-28 11:19:59	2077753344
Heap	heap.total.committed	2015-07-28 11:20:09	2077753344
Heap	heap.total.committed	2015-07-28 11:20:19	2077753344
Heap	heap.total.committed	2015-07-28 11:20:29	2077753344
Heap	heap.total.committed	2015-07-28 11:20:39	2077753344
Heap	heap.total.committed	2015-07-28 11:20:42	548405248
Heap	heap.total.committed	2015-07-28 11:20:49	2077753344
Heap	heap.total.committed	2015-07-28 11:20:59	2077753344
Heap	heap.total.committed	2015-07-28 11:21:09	2077753344
Heap	heap.total.committed	2015-07-28 11:21:15	548405248
Heap	heap.total.committed	2015-07-28 11:21:19	2077753344
Heap	heap.total.committed	2015-07-28 11:21:29	2077753344
Heap	heap.total.committed	2015-07-28 11:21:30	548405248
Heap	heap.total.committed	2015-07-28 11:21:39	2077753344
Heap	heap.total.committed	2015-07-28 11:21:49	2077753344
Heap	heap.total.committed	2015-07-28 11:21:59	2077753344
Heap	heap.total.committed	2015-07-28 11:22:09	2077753344
Heap	heap.total.committed	2015-07-28 11:22:09	548405248
Heap	heap.total.committed	2015-07-28 11:22:19	2077753344
Heap	heap.total.committed	2015-07-28 11:22:29	2077753344
Heap	heap.total.committed	2015-07-28 11:22:39	2077753344
Heap	heap.total.committed	2015-07-28 11:22:49	2077753344
Heap	heap.total.committed	2015-07-28 11:22:59	2077753344
Heap	heap.total.committed	2015-07-28 11:23:01	548405248
